model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,make
 A Class,2015,"$11,990 ",Semi-Auto,42600,Diesel,30,68.9,1.5,merc
 CL Class,2019,"$26,049 ",Semi-Auto,14042,Diesel,145,51.4,2.2,merc
 Fiesta,2008,"$3,499 ",Manual,69676,Petrol,150,49.6,1.4,ford
 A Class,2019,"$24,989 ",Automatic,4765,Diesel,145,67.3,1.5,merc
 Fiesta,2017,"$10,999 ",Manual,8146,Petrol,145,65.7,1,ford
 X6,2019,"$58,990 ",Semi-Auto,3371,Diesel,145,34.9,3,BMW
 Grandland X,2018,"$15,999 ",Manual,18559,Petrol,145,52.3,1.2,vauxhall
 I20,2019,"$11,240 ",Manual,5215,Petrol,150,46.3,1.2,hyundi
 Golf,2014,"$9,500 ",Manual,26531,Petrol,30,53.3,1.4,volkswagen
 Q7,2018,"$53,950 ",Automatic,26520,Diesel,145,39.2,4,Audi
 Golf,2019,"$28,490 ",Semi-Auto,7518,Petrol,150,37.7,2,volkswagen
 Citigo,2018,"$8,695 ",Manual,12952,Petrol,145,64.2,1,skoda
 SLK,2014,"$14,900 ",Automatic,40230,Diesel,150,56.5,3,merc
 Corsa,2016,"$7,495 ",Manual,27500,Petrol,30,55.4,1.4,vauxhall
 A Class,2019,"$22,339 ",Semi-Auto,2815,Diesel,145,65.7,1.5,merc
 Corsa,2013,"$4,998 ",Manual,48047,Petrol,125,51.4,1.2,vauxhall
 X3,2015,"$19,500 ",Semi-Auto,41567,Diesel,145,54.3,2,BMW
 Fiesta,2017,"$10,000 ",Manual,26559,Petrol,145,65.7,1,ford
 Golf,2017,"$15,550 ",Manual,36210,Diesel,145,60.1,2,volkswagen
 Corsa,2015,"$6,589 ",Manual,45025,Petrol,30,55.4,1.4,vauxhall
 3 Series,2016,"$15,799 ",Manual,27218,Petrol,235,38.7,2,BMW
 2 Series,2019,"$21,796 ",Automatic,11189,Diesel,145,67.3,2,BMW
 Yaris,2017,"$10,125 ",Manual,13000,Petrol,30,55,1.3,toyota
 Prius,2015,"$12,000 ",Automatic,42929,Other,0,72.4,1.8,toyota
 Yeti Outdoor,2017,"$12,995 ",Semi-Auto,34234,Petrol,125,51.4,1.2,skoda
 4 Series,2019,"$33,490 ",Semi-Auto,10,Diesel,145,51.4,3,BMW
 GLC Class,2016,"$24,340 ",Semi-Auto,36320,Diesel,125,56.5,2.1,merc
 Aygo,2017,"$9,295 ",Automatic,5716,Other,150,67,1,toyota
 Kuga,2014,"$11,500 ",Manual,38755,Diesel,145,53.3,2,ford
 EcoSport,2018,"$12,998 ",Manual,3956,Petrol,145,53.3,1,ford
 Mondeo,2019,"$19,400 ",Manual,5753,Diesel,145,65.7,2,ford
 Touran,2016,"$14,495 ",Semi-Auto,49241,Diesel,30,65.7,1.6,volkswagen
 A1,2019,"$20,595 ",Manual,6000,Petrol,145,47.9,1,Audi
 Yaris,2019,"$13,495 ",Manual,1069,Petrol,145,47.9,1.5,toyota
 CL Class,2019,"$25,999 ",Semi-Auto,14521,Diesel,145,51.4,2.2,merc
 Fiesta,2018,"$9,990 ",Manual,6487,Petrol,145,64.2,1.1,ford
 Yaris,2018,"$13,450 ",Automatic,12121,Hybrid,135,76.3,1.5,toyota
 Touareg,2016,"$23,995 ",Semi-Auto,41739,Diesel,235,42.8,3,volkswagen
 Tiguan,2018,"$20,790 ",Manual,14879,Petrol,145,48.7,1.4,volkswagen
 Tiguan,2019,"$29,999 ",Semi-Auto,4289,Diesel,145,45.6,2,volkswagen
 A4,2018,"$19,495 ",Semi-Auto,15061,Petrol,145,51.4,1.4,Audi
 GLE Class,2020,"$58,450 ",Automatic,1159,Diesel,150,32.8,2.9,merc
 Focus,2017,"$13,000 ",Manual,22997,Petrol,145,51.4,1.5,ford
 Mokka X,2017,"$12,900 ",Semi-Auto,11279,Petrol,160,43.5,1.4,vauxhall
 Insignia,2014,"$10,990 ",Automatic,15600,Diesel,150,53.3,2,vauxhall
 Mokka X,2016,"$9,998 ",Manual,43695,Diesel,30,65.7,1.6,vauxhall
 Adam,2017,"$7,500 ",Manual,21595,Petrol,125,53.3,1.2,vauxhall
 Mokka X,2016,"$9,699 ",Manual,12902,Petrol,200,42.2,1.6,vauxhall
 C Class,2017,"$19,000 ",Semi-Auto,20070,Diesel,145,64.2,2.1,merc
 Fiesta,2019,"$14,500 ",Manual,5650,Petrol,145,58.9,1,ford
 X3,2016,"$22,000 ",Automatic,34208,Diesel,145,54.3,2,BMW
 Superb,2016,"$12,995 ",Semi-Auto,47901,Diesel,125,61.4,2,skoda
 Tucson,2016,"$12,999 ",Manual,17604,Petrol,160,44.8,1.6,hyundi
 Zafira,2016,"$8,490 ",Manual,48000,Diesel,30,62.7,1.6,vauxhall
 Insignia,2019,"$14,998 ",Manual,27394,Diesel,145,53.3,2,vauxhall
 4 Series,2020,"$30,750 ",Semi-Auto,100,Diesel,145,50.4,3,BMW
 Mokka X,2019,"$12,998 ",Manual,9994,Petrol,145,39.2,1.4,vauxhall
 Astra,2016,"$7,550 ",Manual,70000,Diesel,0,78.5,1.6,vauxhall
 Golf,2017,"$18,599 ",Manual,18341,Diesel,145,60.1,2,volkswagen
 T-Roc,2019,"$23,340 ",Manual,4530,Diesel,150,50.4,2,volkswagen
 A5,2019,"$28,500 ",Manual,1096,Petrol,145,37.2,2,Audi
 4 Series,2016,"$19,000 ",Manual,10267,Petrol,200,43.5,2,BMW
 Polo,2019,"$15,495 ",Manual,1000,Diesel,145,57.7,1.6,volkswagen
 Aygo,2019,"$10,991 ",Manual,2365,Petrol,145,57.7,1,toyota
 CC,2015,"$12,999 ",Semi-Auto,32878,Diesel,125,56.5,2,volkswagen
 Astra,2017,"$9,998 ",Manual,21626,Petrol,125,51.4,1.4,vauxhall
 Astra,2017,"$10,900 ",Manual,19428,Petrol,145,51.4,1.4,vauxhall
 Passat,2014,"$5,991 ",Manual,110000,Diesel,30,61.4,2,volkswagen
 Octavia,2017,"$10,990 ",Manual,36938,Petrol,145,54.3,1.4,skoda
 Corolla,2019,"$20,985 ",Automatic,5372,Hybrid,135,85.6,1.8,toyota
 Corsa,2018,"$12,490 ",Automatic,500,Petrol,145,47.9,1.4,vauxhall
 Kuga,2018,"$16,000 ",Manual,12690,Diesel,150,54.3,1.5,ford
 Focus,2015,"$7,475 ",Manual,50000,Petrol,20,61.4,1,ford
 Corsa,2016,"$7,599 ",Manual,15997,Petrol,30,54.3,1.4,vauxhall
 A3,2015,"$11,390 ",Semi-Auto,48194,Diesel,20,70.6,1.6,Audi
 Zafira Tourer,2014,"$7,995 ",Manual,29000,Petrol,200,42.8,1.4,vauxhall
 A Class,2019,"$18,780 ",Semi-Auto,17417,Diesel,145,65.7,1.5,merc
 Tucson,2016,"$12,480 ",Manual,25865,Diesel,30,61.7,1.7,hyundi
 I30,2016,"$8,322 ",Manual,31026,Diesel,0,78.4,1.6,hyundi
 Q3,2019,"$27,990 ",Automatic,7029,Diesel,145,40.9,2,Audi
 X5,2019,"$52,995 ",Semi-Auto,6997,Diesel,145,37.7,3,BMW
 Mokka X,2019,"$11,998 ",Manual,9903,Petrol,145,39.2,1.4,vauxhall
 A5,2019,"$30,000 ",Manual,4500,Petrol,145,37.2,2,Audi
 C Class,2019,"$22,899 ",Manual,4387,Petrol,145,47.1,1.6,merc
 CC,2015,"$7,957 ",Manual,82710,Diesel,30,60.1,2,volkswagen
 Fiesta,2017,"$11,330 ",Manual,2690,Petrol,145,65.7,1,ford
 A5,2016,"$21,490 ",Automatic,40001,Diesel,160,50.4,2,Audi
 RAV4,2012,"$7,095 ",Manual,82000,Diesel,200,47.1,2.2,toyota
 Polo,2010,"$4,299 ",Manual,77225,Petrol,125,51.4,1.2,volkswagen
 A Class,2019,"$22,990 ",Automatic,5679,Diesel,145,65.7,1.5,merc
 Zafira,2017,"$12,686 ",Automatic,20702,Petrol,205,40.9,1.4,vauxhall
 Golf,2016,"$8,299 ",Manual,67462,Petrol,30,57.6,1.2,volkswagen
 A Class,2017,"$14,480 ",Automatic,46434,Diesel,20,74.3,1.5,merc
 X1,2019,"$26,999 ",Manual,4500,Petrol,145,49.6,1.5,BMW
 Q7,2017,"$34,950 ",Automatic,39202,Diesel,200,47.9,3,Audi
 Mokka X,2019,"$14,985 ",Manual,10765,Petrol,145,39.2,1.4,vauxhall
 Yaris,2019,"$13,790 ",Automatic,2191,Petrol,145,47.9,1.5,toyota
 1 Series,2014,"$10,998 ",Automatic,56379,Petrol,145,48.7,1.6,BMW
 Mokka X,2019,"$13,990 ",Manual,6431,Petrol,145,39.2,1.4,vauxhall
 Mokka X,2017,"$12,990 ",Semi-Auto,21691,Petrol,150,43.5,1.4,vauxhall
 A5,2019,"$28,376 ",Automatic,5347,Diesel,145,45.6,2,Audi
 Aygo,2016,"$7,532 ",Manual,20604,Petrol,0,69,1,toyota
 C Class,2016,"$19,450 ",Manual,17097,Diesel,30,65.7,2.1,merc
 Q3,2014,"$11,500 ",Manual,72890,Diesel,145,54.3,2,Audi
 Fiesta,2019,"$15,000 ",Manual,7315,Petrol,150,55.4,1,ford
 Corsa,2018,"$8,600 ",Manual,9859,Petrol,145,55.4,1.4,vauxhall
 C Class,2019,"$32,624 ",Semi-Auto,4499,Petrol,145,44.1,1.5,merc
 Focus,2016,"$14,990 ",Manual,40900,Petrol,200,41.5,2,ford
 E Class,2020,"$43,498 ",Automatic,1000,Diesel,145,41.5,2.9,merc
 Fiesta,2015,"$7,498 ",Manual,21074,Petrol,0,65.7,1,ford
 Golf,2015,"$11,899 ",Manual,32549,Diesel,20,68.9,2,volkswagen
 Focus,2019,"$17,480 ",Manual,3314,Petrol,145,60.1,1,ford
 CLS Class,2015,"$18,499 ",Automatic,23446,Diesel,125,57.7,2.1,merc
 Grand Tourneo Connect,2020,"$20,850 ",Manual,601,Diesel,145,61.4,1.5,ford
 Fiesta,2015,"$8,700 ",Manual,27095,Petrol,0,65.7,1,ford
 Astra,2019,"$12,999 ",Manual,15873,Petrol,145,51.4,1.4,vauxhall
 Mondeo,2016,"$9,930 ",Manual,40214,Diesel,0,78.5,1.5,ford
 M3,2015,"$34,269 ",Semi-Auto,37249,Petrol,300,34,3,BMW
 Passat,2019,"$29,480 ",Semi-Auto,14521,Hybrid,135,43.5,1.4,volkswagen
 Combo Life,2019,"$13,798 ",Manual,10098,Diesel,145,53.3,1.5,vauxhall
 Mondeo,2016,"$9,998 ",Manual,38358,Diesel,0,78.5,1.5,ford
 V Class,2018,"$39,900 ",Semi-Auto,5988,Diesel,145,44.8,2.2,merc
 Kuga,2017,"$13,850 ",Manual,38442,Diesel,150,54.3,2,ford
 Mokka,2015,"$8,199 ",Manual,48874,Diesel,30,60.1,1.7,vauxhall
 A7,2019,"$46,480 ",Automatic,6785,Diesel,145,35.8,3,Audi
 Mokka,2014,"$7,699 ",Manual,29758,Petrol,200,43.5,1.6,vauxhall
 Tucson,2017,"$16,929 ",Semi-Auto,24163,Diesel,125,57.6,1.7,hyundi
 Aygo,2017,"$7,698 ",Manual,13166,Petrol,145,68.9,1,toyota
 C Class,2015,"$16,999 ",Semi-Auto,32119,Diesel,30,64.2,2.1,merc
 Yaris,2017,"$8,900 ",Manual,24000,Petrol,30,58,1.3,toyota
 Octavia,2017,"$12,600 ",Manual,20185,Petrol,145,54.3,1.5,skoda
 3 Series,2012,"$7,995 ",Automatic,77028,Diesel,30,62.8,2,BMW
 1 Series,2016,"$14,998 ",Manual,23879,Diesel,30,62.8,2,BMW
 Octavia,2019,"$13,298 ",Semi-Auto,17570,Diesel,145,72.4,1.6,skoda
 I20,2015,"$7,433 ",Manual,26846,Petrol,125,51.4,1.4,hyundi
 C Class,2015,"$9,793 ",Manual,113000,Diesel,20,70.6,2.1,merc
 1 Series,2013,"$9,899 ",Manual,32102,Petrol,145,50.4,1.6,BMW
 Superb,2017,"$8,793 ",Manual,121000,Diesel,145,68.9,2,skoda
 Yaris,2016,"$12,995 ",Automatic,6880,Hybrid,0,86,1.5,toyota
 Fiesta,2019,"$14,995 ",Manual,15,Petrol,150,58.9,1,ford
 X6,2019,"$64,900 ",Semi-Auto,7200,Diesel,145,33.2,3,BMW
 Q3,2016,"$18,000 ",Manual,31731,Diesel,145,52.3,2,Audi
 Ka+,2018,"$7,991 ",Manual,7860,Petrol,145,57.7,1.2,ford
 1 Series,2014,"$12,272 ",Semi-Auto,31000,Diesel,20,67.3,2,BMW
 Golf,2015,"$11,698 ",Semi-Auto,37588,Petrol,30,53.3,1.4,volkswagen
 Polo,2016,"$9,600 ",Manual,18000,Petrol,20,60.1,1.2,volkswagen
 B-MAX,2017,"$8,791 ",Manual,17459,Petrol,145,47.1,1.4,ford
 Auris,2018,"$15,995 ",Automatic,6881,Hybrid,135,65.6,1.8,toyota
 T-Roc,2019,"$19,990 ",Manual,4256,Diesel,145,50.4,1.6,volkswagen
 E Class,2015,"$17,165 ",Automatic,36959,Diesel,150,53.3,3,merc
 X2,2019,"$34,173 ",Semi-Auto,4500,Petrol,145,34,2,BMW
 Fiesta,2019,"$14,499 ",Manual,10969,Petrol,145,55.4,1,ford
 Superb,2019,"$17,698 ",Manual,19368,Diesel,145,65.7,2,skoda
 Hilux,2015,"$9,995 ",Manual,80069,Diesel,260,38.7,2.5,toyota
 Aygo,2014,"$6,480 ",Manual,34556,Petrol,0,69,1,toyota
 Polo,2016,"$10,000 ",Manual,14552,Petrol,20,60.1,1.2,volkswagen
 Fiesta,2019,"$12,750 ",Manual,7269,Petrol,145,58.9,1,ford
 Mokka X,2017,"$12,895 ",Semi-Auto,10616,Petrol,160,43.5,1.4,vauxhall
 Corsa,2018,"$12,995 ",Automatic,4300,Petrol,145,39.8,1.4,vauxhall
 Polo,2019,"$13,995 ",Manual,2275,Petrol,145,52.3,1,volkswagen
 Fabia,2015,"$9,241 ",Automatic,15977,Petrol,20,60.1,1.2,skoda
 Yaris,2014,"$8,500 ",Automatic,72053,Hybrid,0,76.3,1.5,toyota
 Golf SV,2019,"$16,750 ",Manual,2369,Diesel,145,55.4,1.6,volkswagen
 Astra,2014,"$5,995 ",Manual,36000,Petrol,160,44.8,1.6,vauxhall
 Yaris,2017,"$9,990 ",Manual,25296,Petrol,150,58.9,1.5,toyota
 C Class,2019,"$27,980 ",Semi-Auto,14742,Diesel,145,64.2,2,merc
 A1,2015,"$9,399 ",Manual,51445,Diesel,0,80.7,1.6,Audi
 1 Series,2018,"$13,450 ",Manual,33113,Diesel,150,68.9,2,BMW
 CLS Class,2017,"$28,995 ",Semi-Auto,8591,Petrol,150,39.2,3.5,merc
 X-CLASS,2017,"$24,990 ",Automatic,23219,Diesel,140,35.8,2.3,merc
 A Class,2015,"$22,553 ",Automatic,25191,Petrol,200,40.9,2,merc
 A3,2016,"$17,980 ",Manual,23663,Diesel,125,57.6,2,Audi
 Fiesta,2017,"$9,970 ",Manual,21956,Petrol,145,65.7,1,ford
 Kuga,2017,"$10,795 ",Manual,61262,Diesel,30,64.2,1.5,ford
 A1,2016,"$16,000 ",Semi-Auto,25470,Petrol,30,70.6,1.4,Audi
 3 Series,2013,"$7,490 ",Manual,93000,Petrol,145,47.9,1.6,BMW
 5 Series,2016,"$18,000 ",Automatic,32868,Diesel,125,60.1,2,BMW
 Corsa,2017,"$8,081 ",Manual,13050,Petrol,145,55.4,1.4,vauxhall
 IX35,2013,"$7,491 ",Automatic,71888,Diesel,300,39.2,2,hyundi
 Mokka X,2017,"$10,170 ",Manual,38750,Petrol,145,47.1,1.4,vauxhall
 Touareg,2016,"$19,000 ",Semi-Auto,42319,Diesel,235,42.8,3,volkswagen
 A1,2017,"$8,490 ",Manual,63000,Diesel,145,76.3,1.6,Audi
 I800,2018,"$14,794 ",Manual,38093,Diesel,145,37.7,2.5,hyundi
 GL Class,2018,"$19,399 ",Manual,15202,Petrol,145,48.7,1.6,merc
 3 Series,2016,"$16,999 ",Automatic,23157,Hybrid,0,134.5,2,BMW
 3 Series,2019,"$29,990 ",Manual,10,Diesel,145,54.3,2,BMW
 5 Series,2015,"$15,990 ",Semi-Auto,17324,Diesel,30,62.8,2,BMW
 Focus,2019,"$19,300 ",Manual,2958,Diesel,145,70.6,2,ford
 Focus,2016,"$14,545 ",Manual,33461,Petrol,200,41.5,2,ford
 A4,2017,"$19,599 ",Automatic,28367,Petrol,145,49.6,1.4,Audi
 Insignia,2018,"$14,410 ",Manual,7974,Petrol,145,47.1,1.5,vauxhall
 Polo,2020,"$16,480 ",Manual,10,Petrol,145,52.3,1,volkswagen
 I40,2016,"$11,180 ",Manual,31731,Diesel,30,65.7,1.7,hyundi
 Sharan,2019,"$22,499 ",Manual,9232,Diesel,145,43.5,2,volkswagen
 Octavia,2015,"$13,995 ",Manual,40731,Diesel,125,55.4,2,skoda
 Fiesta,2015,"$8,380 ",Manual,28006,Petrol,20,62.8,1,ford
 CLA Class,2016,"$18,250 ",Automatic,13379,Diesel,20,67.3,2.1,merc
 Auris,2017,"$12,495 ",Automatic,16576,Petrol,20,61.4,1.2,toyota
 Ka+,2019,"$11,000 ",Manual,4485,Petrol,145,47.9,1.2,ford
 Q5,2016,"$22,450 ",Semi-Auto,27266,Diesel,200,47.1,2,Audi
 Superb,2019,"$27,500 ",Semi-Auto,2011,Diesel,145,47.1,2,skoda
 C Class,2019,"$28,500 ",Semi-Auto,5107,Petrol,150,47.1,1.5,merc
 Q5,2017,"$22,971 ",Manual,18926,Diesel,200,47.9,2,Audi
 GLA Class,2017,"$20,490 ",Semi-Auto,31950,Diesel,145,56.5,2.1,merc
 3 Series,2014,"$5,990 ",Manual,138750,Diesel,30,65.7,2,BMW
 EcoSport,2017,"$10,000 ",Manual,21954,Petrol,150,53.3,1,ford
 Mondeo,2018,"$14,399 ",Automatic,29462,Diesel,145,45.6,2,ford
 Focus,2019,"$16,989 ",Manual,2120,Petrol,145,60.1,1,ford
 Insignia,2013,"$6,321 ",Automatic,90532,Diesel,200,48.7,2,vauxhall
 Yaris,2012,"$4,690 ",Automatic,24000,Petrol,125,53.3,1.3,toyota
 B Class,2017,"$15,282 ",Semi-Auto,22414,Diesel,20,67.3,2.1,merc
 CL Class,2016,"$19,199 ",Semi-Auto,27609,Diesel,20,67.3,2.1,merc
 Polo,2018,"$12,941 ",Manual,12370,Petrol,145,64.2,1,volkswagen
 A3,2017,"$18,500 ",Manual,15197,Petrol,145,54.3,1.5,Audi
 Fiesta,2016,"$10,500 ",Manual,27958,Petrol,0,65.7,1,ford
 3 Series,2017,"$17,980 ",Semi-Auto,32181,Diesel,150,57.6,2,BMW
 I20,2019,"$9,485 ",Manual,10758,Petrol,145,46.3,1.2,hyundi
 Golf,2019,"$28,756 ",Semi-Auto,5492,Petrol,145,32.8,2,volkswagen
 Focus,2017,"$9,798 ",Manual,32160,Petrol,20,60.1,1,ford
 Fiesta,2016,"$6,998 ",Manual,38052,Diesel,0,78.5,1.5,ford
 Kuga,2018,"$18,490 ",Manual,10000,Petrol,145,45.6,1.5,ford
 3 Series,2011,"$7,490 ",Manual,84000,Diesel,125,60.1,2,BMW
 X2,2019,"$28,000 ",Automatic,2920,Diesel,150,58.9,2,BMW
 Kuga,2019,"$17,580 ",Manual,10407,Diesel,145,38.2,2,ford
 Golf,2016,"$15,290 ",Manual,20597,Petrol,20,60.1,1.4,volkswagen
 Superb,2019,"$25,740 ",Automatic,2218,Diesel,145,48.7,2,skoda
 A Class,2017,"$13,500 ",Manual,30909,Diesel,150,72.4,1.5,merc
 Kona,2019,"$14,995 ",Manual,13240,Petrol,145,44.1,1,hyundi
 Polo,2017,"$9,399 ",Manual,37281,Petrol,20,60.1,1.2,volkswagen
 Focus,2019,"$18,139 ",Manual,17522,Petrol,145,50.4,1.5,ford
 I10,2018,"$8,500 ",Manual,9031,Petrol,145,57.7,1.2,hyundi
 Q3,2019,"$39,990 ",Semi-Auto,3009,Petrol,145,31,2,Audi
 Avensis,2006,"$1,990 ",Manual,125000,Petrol,240,39.2,1.8,toyota
 A Class,2020,"$26,000 ",Manual,4000,Petrol,145,44.1,1.3,merc
 C Class,2019,"$24,799 ",Automatic,6370,Petrol,145,44.1,1.5,merc
 3 Series,2020,"$25,999 ",Manual,4,Diesel,145,54.3,2,BMW
 I10,2017,"$6,999 ",Manual,27000,Petrol,150,60.1,1,hyundi
 Aygo,2015,"$6,690 ",Manual,34113,Petrol,0,69,1,toyota
 Superb,2020,"$35,990 ",Semi-Auto,5000,Hybrid,135,176.6,1.4,skoda
 Polo,2019,"$12,990 ",Manual,12454,Petrol,145,52.3,1,volkswagen
 Mokka X,2016,"$11,190 ",Manual,19000,Petrol,145,47.1,1.4,vauxhall
 1 Series,2016,"$12,392 ",Automatic,27986,Diesel,20,70.6,2,BMW
 Fiesta,2013,"$5,699 ",Manual,52484,Petrol,30,54.3,1.2,ford
 Tiguan,2018,"$23,947 ",Semi-Auto,9310,Diesel,145,39.8,2,volkswagen
 Corsa,2019,"$10,698 ",Manual,10770,Petrol,150,44.8,1.4,vauxhall
 GLA Class,2017,"$20,995 ",Semi-Auto,18120,Petrol,205,43.5,2,merc
 Fiesta,2019,"$13,140 ",Manual,4344,Petrol,145,48.7,1.1,ford
 Tucson,2016,"$12,795 ",Manual,36263,Diesel,30,61.7,1.7,hyundi
 A3,2019,"$34,995 ",Semi-Auto,1054,Petrol,145,34.5,2,Audi
 C Class,2019,"$27,696 ",Automatic,11890,Diesel,145,60.1,1.6,merc
 Touran,2016,"$14,749 ",Manual,35983,Diesel,30,61.4,1.6,volkswagen
 B Class,2017,"$17,480 ",Semi-Auto,16345,Petrol,125,51.4,1.6,merc
 Focus,2015,"$12,995 ",Manual,33000,Diesel,20,67.3,2,ford
 Focus,2017,"$11,479 ",Manual,52639,Diesel,145,74.3,1.5,ford
 GLA Class,2016,"$15,000 ",Manual,29774,Diesel,20,67.3,2.1,merc
 5 Series,2017,"$22,898 ",Semi-Auto,11303,Diesel,145,65.7,2,BMW
 Q2,2017,"$18,250 ",Manual,22698,Petrol,145,52.3,1.4,Audi
 A8,2011,"$9,995 ",Automatic,105000,Diesel,235,42.8,3,Audi
 C Class,2019,"$29,592 ",Automatic,7325,Petrol,145,43.5,2,merc
 Astra,2015,"$6,499 ",Manual,36400,Petrol,145,48.7,1.4,vauxhall
 Fiesta,2017,"$7,570 ",Manual,24315,Petrol,125,54.3,1.2,ford
 Q5,2016,"$19,498 ",Semi-Auto,50961,Diesel,205,47.1,2,Audi
 GLA Class,2014,"$14,000 ",Automatic,81862,Diesel,150,55.4,2.1,merc
 Golf,2019,"$21,990 ",Semi-Auto,3764,Petrol,145,43.5,1.5,volkswagen
 Yaris,2017,"$8,995 ",Manual,46769,Petrol,145,58.9,1.5,toyota
 Fiesta,2018,"$10,000 ",Manual,13547,Petrol,150,65.7,1,ford
 Polo,2017,"$10,350 ",Manual,18743,Petrol,145,58.9,1,volkswagen
 Focus,2017,"$13,998 ",Semi-Auto,4735,Petrol,125,51.4,1,ford
 Focus,2019,"$17,999 ",Manual,11304,Petrol,150,46.3,1.5,ford
 Up,2016,"$6,600 ",Manual,30388,Petrol,20,62.8,1,volkswagen
 Octavia,2017,"$10,698 ",Semi-Auto,25669,Diesel,150,72.4,1.6,skoda
 A1,2020,"$18,330 ",Manual,1322,Petrol,145,49.6,1,Audi
 Golf,2019,"$18,995 ",Manual,3500,Diesel,145,57.7,1.6,volkswagen
 RS3,2015,"$24,699 ",Semi-Auto,49610,Petrol,300,34.9,2.5,Audi
 A Class,2016,"$15,199 ",Manual,29850,Diesel,20,68.9,1.5,merc
 Kuga,2016,"$15,500 ",Manual,34037,Diesel,145,54.3,2,ford
 Kodiaq,2018,"$22,590 ",Automatic,11964,Petrol,145,44.8,1.4,skoda
 Passat,2016,"$8,000 ",Manual,93620,Diesel,20,68.9,1.6,volkswagen
 A3,2019,"$30,500 ",Semi-Auto,4723,Petrol,145,34.9,2,Audi
 Caddy Maxi Life,2017,"$13,950 ",Manual,39680,Diesel,125,58.9,2,volkswagen
 Insignia,2019,"$16,999 ",Manual,25000,Diesel,145,54.3,2,vauxhall
 T-Cross,2019,"$17,995 ",Manual,99,Petrol,145,47.9,1,volkswagen
 GL Class,2015,"$15,599 ",Automatic,54965,Diesel,125,55.4,2.1,merc
 Fiesta,2008,"$2,499 ",Automatic,83000,Petrol,265,38.2,1.6,ford
 Golf,2019,"$17,000 ",Manual,1,Petrol,145,48.7,1,volkswagen
 Focus,2014,"$9,000 ",Manual,32516,Diesel,20,67.3,1.6,ford
 A5,2020,"$32,981 ",Semi-Auto,2998,Diesel,145,47.1,2,Audi
 I30,2016,"$9,799 ",Manual,35932,Petrol,160,42.8,1.6,hyundi
 A4,2016,"$15,990 ",Automatic,41000,Diesel,20,67.3,2,Audi
 Ioniq,2019,"$16,498 ",Automatic,4004,Hybrid,135,78.5,1.6,hyundi
 Q2,2019,"$30,500 ",Automatic,9161,Petrol,145,33.2,2,Audi
 Aygo,2018,"$8,495 ",Manual,5051,Petrol,145,68.9,1,toyota
 GLC Class,2019,"$31,062 ",Automatic,12860,Diesel,145,56.5,2.1,merc
 EcoSport,2018,"$14,500 ",Manual,19799,Petrol,145,52.3,1,ford
 Aygo,2019,"$9,999 ",Manual,1500,Petrol,145,56.5,1,toyota
 Santa Fe,2019,"$26,290 ",Automatic,4566,Diesel,145,42.2,2.2,hyundi
 Touareg,2019,"$44,082 ",Semi-Auto,6580,Diesel,145,34,3,volkswagen
 Golf SV,2017,"$10,995 ",Manual,37532,Petrol,30,55.4,1.4,volkswagen
 A3,2019,"$23,490 ",Semi-Auto,6777,Petrol,150,42.2,1.5,Audi
 4 Series,2016,"$11,600 ",Automatic,89849,Diesel,20,70.6,2,BMW
 Astra,2019,"$14,191 ",Manual,18448,Diesel,145,58.9,1.6,vauxhall
 C-HR,2017,"$14,995 ",Manual,32500,Petrol,150,47.1,1.2,toyota
 E Class,2019,"$24,780 ",Semi-Auto,14277,Diesel,145,72.4,2,merc
 C Class,2009,"$5,295 ",Automatic,112000,Diesel,200,46.3,2.1,merc
 2 Series,2016,"$15,950 ",Semi-Auto,43911,Diesel,145,55.4,2,BMW
 Rapid,2013,"$4,591 ",Manual,50257,Petrol,125,52.3,1.2,skoda
 Fiesta,2019,"$12,995 ",Manual,9597,Petrol,150,58.9,1,ford
 Octavia,2017,"$11,750 ",Manual,21800,Petrol,150,57.7,1.5,skoda
 Astra,2013,"$6,995 ",Manual,24440,Petrol,200,41.5,1.6,vauxhall
 Golf,2019,"$20,830 ",Semi-Auto,9899,Petrol,145,45.6,1.5,volkswagen
 Focus,2015,"$10,990 ",Manual,47000,Petrol,200,41.5,2,ford
 A Class,2016,"$14,740 ",Manual,37600,Diesel,30,62.8,2.1,merc
 C-MAX,2015,"$6,191 ",Manual,61312,Diesel,30,61.4,1.6,ford
 Astra,2017,"$10,800 ",Manual,31267,Diesel,145,76.3,1.6,vauxhall
 I30,2018,"$11,298 ",Manual,17704,Petrol,150,56.5,1,hyundi
 3 Series,2020,"$22,850 ",Semi-Auto,12,Petrol,145,43.5,2,BMW
 GLA Class,2017,"$16,500 ",Manual,31679,Diesel,145,67.3,2.1,merc
 Focus,2015,"$7,650 ",Manual,51205,Diesel,20,67.3,1.6,ford
 Golf SV,2016,"$10,990 ",Semi-Auto,42314,Petrol,125,54.3,1.4,volkswagen
 Corsa,2015,"$6,795 ",Manual,42600,Petrol,125,54.3,1.4,vauxhall
 Yaris,2017,"$11,250 ",Manual,7451,Petrol,145,56.5,1.5,toyota
 Focus,2020,"$22,490 ",Manual,3492,Petrol,145,60.1,1,ford
 GLA Class,2019,"$24,999 ",Semi-Auto,2665,Diesel,145,64.2,2.1,merc
 Polo,2016,"$9,795 ",Manual,20930,Petrol,20,58.9,1,volkswagen
